,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
65,"RT @mykapremiums: 🖇️ cheap and affordable premium accounts

tags: spotify viu iflix youtube premium grammarly canva pro coursehero chegg pi…",pos,🖇️ cheap and affordable premium accounts tags: spotify viu iflix youtube premium grammarly canva pro coursehero chegg pi…,cheap affordable premium account tag spotify viu iflix youtube premium grammarly canva pro coursehero chegg pi,"['affordable premium accounts tags', 'viu iflix youtube premium', 'canva pro coursehero chegg pi…']"
66,"RT @DiscussingFilm: The first look at Walt Disney Animation’s new selection of ‘SHORT CIRCUIT’ short films. 

The shorts will release on Au…",pos,The first look at Walt Disney Animation’s new selection of ‘SHO CICUIT’ short films. The shorts will release on Au…,The first look Walt Disney Animations new selection SHO CICUIT short film The short release Au,"['walt disney animation ’', 'new selection', '‘ sho cicuit ’ short films', 'au…']"
67,"RT @ashpatotiiie: 🏷️🏷️Spotify, Viu, amazon prime, Crunchyroll, canva pro&amp;edu, YouTube, Disney plus, Iwant tfc, nba league pass, Scribd, gra…",pos,"🏷️🏷️Spotify, Viu, amazon prime, Crunchyroll, canva pro&amp;edu, YouTube, Disney plus, Iwant tfc, nba league pass, Scribd, gra…",Spotify Viu amazon prime Crunchyroll canva proampedu YouTube Disney plus Iwant tfc nba league pas Scribd gra,"['🏷️🏷️spotify', 'viu', 'crunchyroll', 'canva pro&amp;edu', 'youtube', 'disney', 'iwant tfc', 'nba league', 'scribd']"
68,Will Ahsoka Disney+ Series Mark the Live-Action Debut of This Clone Wars Character? |  #movies #entertainment https://t.co/qkc2kn8Q3x,pos,Will Ahsoka Disney+ Series Mark the Live-Action Debut of This Clone Wars Character? | #movies #entertainment,Will Ahsoka Disney Series Mark LiveAction Debut This Clone Wars Character,"['ahsoka disney', 'series mark', 'live-action debut', 'clone wars character']"
69,"@zoyaaf Hallo aku bagus nih, bisa di cek ya 1 bulan 40k 3 bulan 90k ^^
💫 JUAL APLIKASI PREMIUM 💫

✅Aman &amp; Trusted
✅… https://t.co/7Pji5YUS0z",pos,"@zoyaaf Hallo aku bagus nih, bisa di cek ya 1 bulan 40k 3 bulan 90k ^^ 💫 JUAL APLIKASI PEMIUM 💫 ✅Aman &amp; Trusted ✅…",zoyaaf Hallo aku bagus nih bisa di cek ya bulan k bulan k JUAL APLIKASI PEMIUM Aman amp Trusted,"['zoyaaf hallo aku bagus nih', 'bisa di cek ya 1 bulan 40k 3 bulan 90k ^ ^ 💫 jual aplikasi pemium 💫 ✅aman', 'trusted ✅…']"
70,"@zoyaaf 40k yuk

lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canv… https://t.co/XoB8PsMHPj",pos,"@zoyaaf 40k yuk lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canv…",zoyaaf k yuk lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canv,"['zoyaaf 40k yuk lagi nyari app premium', 'bulgegi punya nih']"
71,"@GLXYPB Disini kak 💁🏻‍♀️

NETFLIX
1 hari 5k
1 minggu 13k
1 bulan sharing 40k
1 bulan private 175k
3 bulan sharing 1… https://t.co/wmWtf15ziW",pos,@GLXYPB Disini kak 💁🏻‍♀️ NETFLIX 1 hari 5k 1 minggu 13k 1 bulan sharing 40k 1 bulan private 175k 3 bulan sharing 1…,GLXYPB Disini kak NETFLIX hari k minggu k bulan sharing k bulan private k bulan sharing,"['glxypb disini kak 💁🏻\u200d♀️ netflix 1 hari 5k 1 minggu 13k 1 bulan', '40k 1 bulan private 175k 3 bulan']"
72,@SpiderApples41 @lojetson I unsubbed for disney plus,pos,@SpiderApples41 @lojetson I unsubbed for disney plus,SpiderApples lojetson I unsubbed disney plus,[]
73,Black Widow 80 MUSD via ”bio” och 60 MUSD via Disney plus. Detta ovanpå prenumerations avgiften för tjänsten. Kunde… https://t.co/VUuYDrf76U,neg,Black Widow 80 MUSD via ”bio” och 60 MUSD via Disney plus. Detta ovanpå prenumerations avgiften för tjänsten. Kunde…,Black Widow MUSD via bio och MUSD via Disney plus Detta ovanp prenumerations avgiften fr tjnsten Kunde,"['black widow 80 musd', 'disney', 'detta ovanpå prenumerations avgiften för tjänsten', 'kunde…']"
74,"@chubbyblaem Ada nih, 1 bulan 40k 3 bulan 90k bisa dicek yuk^^
💫 JUAL APLIKASI PREMIUM 💫

✅Aman &amp; Trusted
✅100% LEG… https://t.co/BMafpSKRTl",pos,"@chubbyblaem Ada nih, 1 bulan 40k 3 bulan 90k bisa dicek yuk^^ 💫 JUAL APLIKASI PEMIUM 💫 ✅Aman &amp; Trusted ✅100% LEG…",chubbyblaem Ada nih bulan k bulan k bisa dicek yuk JUAL APLIKASI PEMIUM Aman amp Trusted LEG,"['chubbyblaem ada nih', '1 bulan 40k 3 bulan 90k bisa dicek yuk ^ ^ 💫 jual aplikasi pemium 💫 ✅aman', 'trusted ✅100% leg…']"
75,"👻 JUAL APLIKASI PREMIUM 👻

✓ Aman &amp; Trusted
✓ 100% LEGAL
✓ Bergaransi
✓ Pengerjaan cepat

https://t.co/bwTcIMWJkK… https://t.co/DEJ84H9cRQ",pos,👻 JUAL APLIKASI PEMIUM 👻 ✓ Aman &amp; Trusted ✓ 100% LEGAL ✓ Bergaransi ✓ Pengerjaan cepat,JUAL APLIKASI PEMIUM Aman amp Trusted LEGAL Bergaransi Pengerjaan cepat,"['👻 jual aplikasi pemium 👻 ✓ aman', 'trusted ✓ 100% legal ✓ bergaransi ✓ pengerjaan cepat']"
76,"@zulpahe Disini kak 💁🏻‍♀️

NETFLIX
1 hari 5k
1 minggu 13k
1 bulan sharing 40k
1 bulan private 175k
3 bulan sharing… https://t.co/UMoFittoQA",pos,@zulpahe Disini kak 💁🏻‍♀️ NETFLIX 1 hari 5k 1 minggu 13k 1 bulan sharing 40k 1 bulan private 175k 3 bulan sharing…,zulpahe Disini kak NETFLIX hari k minggu k bulan sharing k bulan private k bulan sharing,"['zulpahe disini kak 💁🏻\u200d♀️ netflix 1 hari 5k 1 minggu 13k 1 bulan', '40k 1 bulan private 175k 3 bulan sharing…']"
77,"@jusunmania Hallo aku ada nih, 1 bulan 40k 3 bulan 90k, cek dulu yuk ^^
💫 JUAL APLIKASI PREMIUM 💫

✅Aman &amp; Trusted… https://t.co/OsbdxVRPXV",pos,"@jusunmania Hallo aku ada nih, 1 bulan 40k 3 bulan 90k, cek dulu yuk ^^ 💫 JUAL APLIKASI PEMIUM 💫 ✅Aman &amp; Trusted…",jusunmania Hallo aku ada nih bulan k bulan k cek dulu yuk JUAL APLIKASI PEMIUM Aman amp Trusted,"['jusunmania hallo aku ada nih', '1 bulan 40k 3 bulan 90k', 'cek dulu yuk ^ ^ 💫 jual aplikasi pemium 💫 ✅aman', 'trusted…']"
78,"@hhhyyymoo Murah kak

NETFLIX
1 hari 5k
1 minggu 13k
1 bulan sharing 40k
1 bulan private 175k
3 bulan sharing 100k… https://t.co/cuvln6ymRP",pos,@hhhyyymoo Murah kak NETFLIX 1 hari 5k 1 minggu 13k 1 bulan sharing 40k 1 bulan private 175k 3 bulan sharing 100k…,hhhyyymoo Murah kak NETFLIX hari k minggu k bulan sharing k bulan private k bulan sharing k,"['hhhyyymoo murah kak netflix 1 hari 5k 1 minggu 13k 1 bulan', '40k 1 bulan private 175k 3 bulan']"
79,"@BasePasar lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, you… https://t.co/hvUlWF4f8B",pos,"@BasePasar lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, you…",BasePasar lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva,"['basepasar lagi nyari app premium', 'bulgegi punya nih']"
80,"@itsyourex15 Aku jual kak

NETFLIX
1 hari 5k
1 minggu 13k
1 bulan sharing 40k
1 bulan private 175k
3 bulan sharing… https://t.co/8e60Ysncet",pos,@itsyourex15 Aku jual kak NETFLIX 1 hari 5k 1 minggu 13k 1 bulan sharing 40k 1 bulan private 175k 3 bulan sharing…,itsyourex Aku jual kak NETFLIX hari k minggu k bulan sharing k bulan private k bulan sharing,"['itsyourex15 aku jual kak netflix 1 hari 5k 1 minggu 13k 1 bulan', '40k 1 bulan private 175k 3 bulan sharing…']"
81,"@Iarismanis Hallo aku ada nih, 3 bulan 90k aja, cek dulu yuk 
💫 JUAL APLIKASI PREMIUM 💫

✅Aman &amp; Trusted
✅100% LEGA… https://t.co/BGGVuCcems",pos,"@Iarismanis Hallo aku ada nih, 3 bulan 90k aja, cek dulu yuk 💫 JUAL APLIKASI PEMIUM 💫 ✅Aman &amp; Trusted ✅100% LEGA…",Iarismanis Hallo aku ada nih bulan k aja cek dulu yuk JUAL APLIKASI PEMIUM Aman amp Trusted LEGA,"['iarismanis hallo aku ada nih', '3 bulan 90k aja', 'cek dulu yuk 💫 jual aplikasi pemium 💫 ✅aman', 'trusted ✅100% lega…']"
82,@lenpuppy *whispers* it's on Disney Plus,pos,@lenpuppy *whispers* it's on Disney Plus,lenpuppy whisper Disney Plus,['disney plus']
83,"@jusunmania lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo… https://t.co/5qK4wqXjiK",pos,"@jusunmania lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo…",jusunmania lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva yo,"['jusunmania lagi nyari app premium', 'bulgegi punya nih']"
84,Marvel’s ‘Black Widow’ Made $60 Million on Disney Plus. https://t.co/OK81wjynQP https://t.co/FVsg09dVBa,neg,Marvel’s ‘Black Widow’ Made $60 Million on Disney Plus.,Marvels Black Widow Made Million Disney Plus,"['‘ black widow ’', 'disney plus']"
85,"@huangxchan lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo… https://t.co/TG0CChcDC0",pos,"@huangxchan lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo…",huangxchan lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva yo,"['huangxchan lagi nyari app premium', 'bulgegi punya nih']"
86,"@danapond42 We don't have disney plus in Africa and our cinemas aren't fully opened yet, might have to find a stream somewhere lol",pos,"@danapond42 We don't have disney plus in Africa and our cinemas aren't fully opened yet, might have to find a stream somewhere lol",danapond We dont disney plus Africa cinema arent fully opened yet might find stream somewhere lol,['africa']
87,"@basetoko Aku ada kak yu di order

NETFLIX
1 hari 5k
1 minggu 13k
1 bulan sharing 40k
1 bulan private 175k
3 bulan… https://t.co/V6YGXVNGA1",pos,@basetoko Aku ada kak yu di order NETFLIX 1 hari 5k 1 minggu 13k 1 bulan sharing 40k 1 bulan private 175k 3 bulan…,basetoko Aku ada kak yu di order NETFLIX hari k minggu k bulan sharing k bulan private k bulan,"['basetoko aku ada kak', 'di order netflix 1 hari 5k 1 minggu 13k 1 bulan', '40k 1 bulan private 175k 3 bulan…']"
88,When you pay for every single channel in #UK and can’t find #TheWhiteLotus &amp; #AmericanHorrorStories 🙄 checked Hulu… https://t.co/DMumHMDqFb,neg,When you pay for every single channel in #UK and can’t find #TheWhiteLotus &amp; #AmericanHorrorStories 🙄 checked Hulu…,When pay every single channel cant find amp checked Hulu,"['single channel', '’ t', '🙄 checked hulu…']"
89,"RT @FaisalAdenOTM: The Owl House is worth the experience! 

If you plan to support the show, I recommend watching it on Disney Plus.

Thank…",pos,"The Owl House is worth the experience! If you plan to support the show, I recommend watching it on Disney Plus. Thank…",The Owl House worth experience If plan support show I recommend watching Disney Plus Thank,"['owl house', 'disney plus', 'thank…']"
90,"RT @BauerToews19: Wait can you watch space jam on like...netflix, disney plus or some platform tn?",pos,"Wait can you watch space jam on like...netflix, disney plus or some platform tn?",Wait watch space jam likenetflix disney plus platform tn,"['space jam', 'platform tn']"
91,I love Disney plus omg,pos,I love Disney plus omg,I love Disney plus omg,['love disney']
92,@natsfarmiga it’s on disney plus now,pos,@natsfarmiga it’s on disney plus now,natsfarmiga disney plus,[]
93,"(Pulls up Disney Plus)
(Thinks, ""I'm in a Marvel kind of mood"")
(Realizes this is always the case)
(Starts latest viewing of X2)",pos,"(Pulls up Disney Plus) (Thinks, ""I'm in a Marvel kind of mood"") (ealizes this is always the case) (Starts latest viewing of X2)",Pulls Disney Plus Thinks Im Marvel kind mood ealizes always case Starts latest viewing X,"['pulls', 'disney plus', 'thinks', 'marvel kind', 'x2']"
94,@CosmonautMarcus Finally someone said it. Disney plus just doesn't work at times. And if you are using a platform t… https://t.co/bIDujM6wrQ,pos,@CosmonautMarcus Finally someone said it. Disney plus just doesn't work at times. And if you are using a platform t…,CosmonautMarcus Finally someone said Disney plus doesnt work time And using platform,"['disney', ""' t work"", 'platform t…']"
95,"@cheosnsa lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yout… https://t.co/51TGD3weF8",pos,"@cheosnsa lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yout…",cheosnsa lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva yout,"['cheosnsa lagi nyari app premium', 'bulgegi punya nih']"
96,"@txtdrpermencaca Aku ada nih 40k/bulan ya, cek dulu yuk 🤗

💫 JUAL APLIKASI PREMIUM 💫

✅Aman &amp; Trusted
✅100% LEGAL
✅… https://t.co/eXSRnvW0yf",pos,"@txtdrpermencaca Aku ada nih 40k/bulan ya, cek dulu yuk 🤗 💫 JUAL APLIKASI PEMIUM 💫 ✅Aman &amp; Trusted ✅100% LEGAL ✅…",txtdrpermencaca Aku ada nih kbulan ya cek dulu yuk JUAL APLIKASI PEMIUM Aman amp Trusted LEGAL,"['txtdrpermencaca aku ada nih 40k/bulan ya', 'cek dulu yuk 🤗 💫 jual aplikasi pemium 💫 ✅aman', 'trusted ✅100% legal ✅…']"
97,"@Iarismanis lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo… https://t.co/I8vg0AhJQy",pos,"@Iarismanis lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo…",Iarismanis lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva yo,"['iarismanis lagi nyari app premium', 'bulgegi punya nih']"
98,@OnoTkn @mineposting1999 Teria alguma disponível para Disney Plus e Prime??,pos,@OnoTkn @mineposting1999 Teria alguma disponível para Disney Plus e Prime??,OnoTkn mineposting Teria alguma disponvel para Disney Plus e Prime,['mineposting1999 teria alguma disponível para disney plus e prime']
99,LIBEROU CRUELLA NA DISNEY PLUS NUNCA FUI TRISYE PORRA,pos,LIBEOU CUELLA NA DISNEY PLUS NUNCA FUI TISYE POA,LIBEOU CUELLA NA DISNEY PLUS NUNCA FUI TISYE POA,['libeou cuella na disney plus nunca fui tisye poa']
100,disney plus let me watch hsmtmts challenge 👁👁,pos,disney plus let me watch hsmtmts challenge 👁👁,disney plus let watch hsmtmts challenge,['hsmtmts challenge 👁👁']
101,"@Hyomoin lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, youtu… https://t.co/JJq6jKaCNN",pos,"@Hyomoin lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, youtu…",Hyomoin lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva youtu,"['hyomoin lagi nyari app premium', 'bulgegi punya nih']"
102,RT @bmrow: disney plus will never make a good show,pos,disney plus will never make a good show,disney plus never make good show,['good show']
103,Here's Why Most Andi Mack (2017) Episodes Are Missing On Disney Plus #DisneyPlus https://t.co/5AX3GNo1P9,pos,Here's Why Most Andi Mack (2017) Episodes Are Missing On Disney Plus #DisneyPlus,Heres Why Most Andi Mack Episodes Are Missing On Disney Plus,"['andi mack', 'disney plus']"
104,"READY Disney+ Hotstar✨
📌Sharing
1 Bulan: 20K
2 Bulan: 25K
3 Bulan: 30K
📌Private
1 Bulan: 40K
3 Bulan: 75K
6 Bulan:… https://t.co/F5p9f9hznq",pos,EADY Disney+ Hotstar✨ 📌Sharing 1 Bulan: 20K 2 Bulan: 25K 3 Bulan: 30K 📌Private 1 Bulan: 40K 3 Bulan: 75K 6 Bulan:…,EADY Disney Hotstar Sharing Bulan K Bulan K Bulan K Private Bulan K Bulan K Bulan,"['eady disney', 'hotstar✨ 📌sharing 1 bulan', '20k', 'bulan', '25k 3 bulan', '30k 📌private 1 bulan', '40k 3 bulan', '75k 6 bulan:…']"
105,@battousaii_ @Iam_xavian no. disney plus &amp; streets.😊,pos,@battousaii_ @Iam_xavian no. disney plus &amp; streets.😊,battousaii Iamxavian disney plus amp street,['battousaii _']
106,"Yuk, sudah open order! 

🌸100% trusted, legal, dan bergaransi!
🍃Order? DM 
@prestzel atau WA yang ada di bio!

t. j… https://t.co/3x2k9hsOgV",pos,"Yuk, sudah open order! 🌸100% trusted, legal, dan bergaransi! 🍃Order? DM @prestzel atau WA yang ada di bio! t. j…",Yuk sudah open order trusted legal dan bergaransi Order DM prestzel atau WA yang ada di bio j,"['sudah open order', 'dan bergaransi', '🍃order', 'prestzel atau wa yang ada di bio', 't. j…']"
